mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_87993,CC1OC11CCC1(C)C,2.54073,1.26351,1.18408,1.6663,85.75,-0.2498,0.0831,0.333,1241.6878,0.20334,-388.27978,-388.26982,-388.268876,-388.313959,38.132
gdb_19240,NC1C2NC2C1C#N,3.22296,2.01203,1.58117,4.653,65.18,-0.2419,0.0261,0.268,827.6956,0.120904,-358.802771,-358.795676,-358.794732,-358.834054,26.915
gdb_48343,O=CC1(CC(=O)O1)C#N,2.28888,1.503,1.0673,1.6507,60.68,-0.3032,-0.0894,0.2138,1067.9603,0.075196,-472.651283,-472.643266,-472.642321,-472.684741,27.792
gdb_32493,c1c(coc1C=O)CO,6.5017,0.81747,0.7353,3.7369,73.94,-0.2464,-0.0611,0.1853,1447.765,0.112349,-457.794507,-457.786289,-457.785345,-457.828053,29.249
gdb_55433,C1CC(=O)N(C1)C(=O)N,2.69155,1.49915,1.00336,6.3881,70.24,-0.2407,-0.0027,0.238,1148.7138,0.137701,-455.227359,-455.218996,-455.218052,-455.260847,30.971
gdb_15914,C#CC12CCC1CC2,3.36593,1.86289,1.50903,0.7567,78.09,-0.2426,0.0418,0.2843,906.9539,0.153751,-310.612958,-310.605308,-310.604364,-310.646507,29.396
gdb_128972,c1cnc-2c[nH]nnc12,4.07498,1.73537,1.21707,3.0119,76.98,-0.2322,-0.0626,0.1696,915.1867,0.093619,-411.792777,-411.78699,-411.786046,-411.822832,23.251
gdb_119050,CCCC1(CC1C)OC,1.9491,1.10027,0.86901,1.0849,89.73,-0.2389,0.0823,0.3212,1542.1107,0.226214,-389.478426,-389.467175,-389.466231,-389.514955,40.991
gdb_86581,CC1OC(C1C)C(C)=O,2.75091,1.17336,0.89879,2.4512,79.06,-0.2332,-0.0139,0.2193,1355.6819,0.179267,-424.239711,-424.229355,-424.228411,-424.276688,36.753
gdb_41182,C1NC2C3CC=CC12O3,3.0877,1.76772,1.5764,1.2879,77.69,-0.223,-0.0053,0.2178,918.6937,0.149492,-401.811419,-401.804774,-401.803829,-401.841946,28.29
gdb_20784,CC1CC2=NC=NN12,4.86672,1.89645,1.4718,3.8606,66.52,-0.2526,0.0211,0.2737,840.4113,0.121481,-358.835713,-358.829131,-358.828187,-358.866779,24.299
gdb_73654,NC12COCC1OC2=N,2.45506,1.70712,1.43882,1.9314,68.87,-0.2541,0.0178,0.272,975.2276,0.137763,-455.138153,-455.130336,-455.129392,-455.17043,29.812
gdb_126828,CCn1c(=NC)ocn1,2.31717,1.49194,0.98447,1.0113,77.22,-0.2024,0.0068,0.2092,1231.9475,0.147039,-435.273066,-435.263617,-435.262673,-435.309437,32.413
gdb_62967,CC1(O)C2OC2C11CN1,2.15259,1.87395,1.43467,2.3732,71.36,-0.2415,0.058,0.2995,990.8715,0.145929,-439.008874,-439.000477,-438.999533,-439.041257,32.829
gdb_77038,CN1C(CC#N)C1C=O,2.823,1.12509,1.04366,4.1959,74.86,-0.2497,-0.0563,0.1934,1202.4989,0.134293,-417.993821,-417.984607,-417.983663,-418.028234,32.591
gdb_58134,CC(C)C(O)(C=O)C#C,1.90868,1.37996,1.32336,2.8382,77.95,-0.2526,-0.0412,0.2114,1155.9226,0.153689,-422.997102,-422.986247,-422.985302,-423.032543,39.129
gdb_101762,CC(=O)OCC(O)CO,4.27054,0.77901,0.70489,3.813,69.21,-0.2557,-0.0069,0.2489,1603.2654,0.156795,-497.332294,-497.322048,-497.321103,-497.368801,35.911
gdb_42745,O=C1C2OC(C=C2)C1=O,2.58809,2.02996,1.51739,4.1724,62.88,-0.2226,-0.0809,0.1417,855.3137,0.089949,-456.567587,-456.561089,-456.560145,-456.598554,25.139
gdb_117249,CCCC(=O)C1CCO1,4.48816,0.74359,0.70054,3.4297,79.52,-0.2341,-0.0155,0.2187,1703.7406,0.180612,-424.226394,-424.216292,-424.215348,-424.263454,34.996
gdb_96894,CN=C1NC2(C)CC12O,2.66468,1.30704,1.04765,2.6041,80.7,-0.214,0.0187,0.2327,1226.3739,0.157188,-419.166151,-419.156531,-419.155587,-419.200472,35.445
gdb_86902,CC1CC(C1)OC1CC1,4.7922,0.75025,0.73469,0.9668,87.07,-0.2392,0.0906,0.3298,1678.8876,0.204794,-388.260419,-388.250881,-388.249936,-388.295649,35.946
gdb_49994,O=CC1CC11OC2CC12,3.38117,1.16635,1.0609,4.2335,74.7,-0.2387,-0.0152,0.2235,1167.0588,0.134267,-421.771393,-421.763529,-421.762585,-421.80413,30.029
gdb_42757,O=C1C2CC1(CC#N)O2,2.90534,1.35105,1.12882,5.9825,66.61,-0.272,-0.026,0.2461,1069.2111,0.099463,-436.636588,-436.628767,-436.627822,-436.66974,28.283
gdb_122481,OCCCC1OC1C#C,3.63072,0.66718,0.60091,2.7084,78.92,-0.2606,0.02,0.2807,1825.4881,0.156144,-422.962212,-422.952075,-422.951131,-422.998483,35.886
gdb_84584,CC1C=CC2NC(=O)C12,2.32087,1.95518,1.24476,3.4113,76.44,-0.2437,0.0027,0.2464,1020.2964,0.149287,-401.984639,-401.976859,-401.975915,-402.016926,30.237
gdb_29842,Cn1cc(nc1N)C#N,3.98482,1.11046,0.87493,8.0098,76.79,-0.2208,-0.0103,0.2105,1251.9493,0.114617,-413.045665,-413.037249,-413.036305,-413.07881,30.357
gdb_49745,O=CC1N=C2OC3C1C23,3.70238,1.45255,1.34595,3.4171,67.16,-0.2306,-0.0772,0.1534,938.6701,0.098529,-436.54388,-436.536908,-436.535964,-436.575767,26.573
gdb_15783,OC(CC#N)C1CC1,5.8893,1.04738,0.98253,4.7882,68.92,-0.2882,0.0294,0.3176,1183.8963,0.141552,-363.860748,-363.852287,-363.851343,-363.894112,30.622
gdb_55937,NC(=O)NC1CC2NC12,4.1905,0.94617,0.86452,3.5217,73.61,-0.2318,0.0621,0.2939,1350.4409,0.149383,-435.259332,-435.250863,-435.249918,-435.293438,32.06
gdb_59192,CN(C)C1C2NC1C2=O,3.85657,1.11478,0.9963,2.1331,77.79,-0.211,-0.0007,0.2104,1232.1277,0.15893,-419.122754,-419.11411,-419.113166,-419.156155,32.535
gdb_92837,OC1CN=C2NCC12O,2.31228,1.72466,1.59591,2.0146,68.72,-0.2358,0.0003,0.2361,945.7621,0.136973,-455.104281,-455.096361,-455.095417,-455.136247,31.103
gdb_22897,CC1COC(=O)C1=NO,2.3192,1.59254,1.06741,4.1723,69.69,-0.2563,-0.0588,0.1975,1116.9634,0.123942,-475.018995,-475.010576,-475.009632,-475.052445,30.754
gdb_71297,CC12CCOC3C(O1)C23,2.78586,1.88408,1.45233,1.6597,73.65,-0.215,0.0738,0.2888,955.8219,0.16042,-422.988518,-422.981226,-422.980282,-423.019695,30.027
gdb_106753,COC12CC1(C)CC2=O,2.12786,1.65048,1.12568,2.9706,77.75,-0.2298,-0.0083,0.2215,1153.4843,0.156888,-423.010952,-423.001651,-423.000707,-423.045085,34.145
gdb_79004,CC1C2C3C4C=CC13N24,3.85621,1.67034,1.42525,1.6771,79.67,-0.2184,-0.0068,0.2116,949.9578,0.148728,-364.687536,-364.680893,-364.679948,-364.718086,28.065
gdb_18185,C#CC1N=CN2CC12,4.39953,1.86279,1.53749,1.8101,66.67,-0.2526,-0.0075,0.2451,814.5841,0.108035,-341.522007,-341.515436,-341.514492,-341.552682,25.223
gdb_67831,CC12C=CCC11CC2C1,2.50538,1.98214,1.57718,0.2936,87.72,-0.2372,0.0187,0.2559,966.6648,0.184396,-349.890524,-349.883228,-349.882284,-349.921521,31.27
gdb_132411,c1c(cncc1F)C=O,3.79337,1.12532,0.86786,2.5274,70.08,-0.2626,-0.0824,0.1802,1190.5,0.089695,-460.775537,-460.768526,-460.767582,-460.807385,25.836
gdb_24691,c1cncc2c1CCO2,3.78676,1.56196,1.1236,3.6651,77.85,-0.2224,-0.0197,0.2027,1030.5997,0.128453,-400.81669,-400.810109,-400.809165,-400.847908,25.704
gdb_92843,CC1CN=C2OCC2C1,3.59269,1.26532,0.9945,3.6855,80.0,-0.2399,0.0286,0.2685,1214.3185,0.173398,-403.153413,-403.145524,-403.144579,-403.185599,31.047
gdb_127910,CN=C1NC(=O)NN=N1,3.96392,1.20946,0.93202,0.5093,72.29,-0.256,-0.0816,0.1744,1179.8121,0.101796,-466.191579,-466.183543,-466.182599,-466.224908,28.591
gdb_5083,Cc1c[nH]c(c1O)O,3.34667,1.96956,1.2532,1.1495,63.75,-0.173,0.0602,0.2332,923.3955,0.118091,-399.827358,-399.818962,-399.818018,-399.859657,30.724
gdb_15626,CNC1=NCCC1=O,3.39315,1.80543,1.20536,0.5389,68.87,-0.2256,-0.0498,0.1758,983.4363,0.131159,-379.962891,-379.95472,-379.953776,-379.996218,28.452
gdb_95530,CC1OCC=CC1C#C,2.24985,1.61027,1.14976,1.3339,83.13,-0.242,0.013,0.2551,1132.8384,0.158539,-385.862811,-385.854074,-385.85313,-385.895939,33.601
gdb_88669,CN1CC1C1CC(O)C1,4.14547,0.81983,0.74574,0.7891,83.46,-0.223,0.0766,0.2997,1570.7939,0.193601,-404.299647,-404.290191,-404.289247,-404.334375,35.751
gdb_121560,CCCC#CCCCO,6.22198,0.38175,0.3736,1.2755,93.32,-0.2397,0.0632,0.3028,2970.6533,0.203257,-388.270203,-388.258404,-388.25746,-388.310365,40.195
gdb_104528,CNC1(COC1)CC#N,2.15064,1.39244,1.02272,2.8683,75.12,-0.2418,0.0214,0.2632,1214.5296,0.158858,-419.184101,-419.174684,-419.17374,-419.218952,33.708
gdb_9480,CC1(OCC1O)C#N,3.06976,1.6794,1.57316,3.7053,61.66,-0.2762,0.0046,0.2808,883.6961,0.117255,-399.78856,-399.780359,-399.779415,-399.821392,29.297
gdb_68824,CC12CC1(C)C1(CC1)O2,2.55291,1.50248,1.25358,1.652,83.62,-0.219,0.0819,0.3009,1133.0,0.180181,-387.046385,-387.03724,-387.036295,-387.079573,35.636
gdb_37156,C1C2C3C4C5OC5C13N24,4.07237,1.89971,1.66206,0.7506,70.62,-0.2356,0.0549,0.2905,819.3883,0.1264,-400.604644,-400.599095,-400.598151,-400.634172,24.32
gdb_130831,c1cnn(c1)C(=O)C=O,4.47187,1.15321,0.91679,4.3285,68.68,-0.2663,-0.1006,0.1657,1162.1592,0.089554,-452.780747,-452.773233,-452.772289,-452.813897,26.269
gdb_101985,CNC(=NCC#C)C=O,2.30509,1.12678,0.85609,0.668,79.78,-0.2288,-0.0727,0.1561,1372.6264,0.132602,-417.972519,-417.962093,-417.961149,-418.009162,35.593
gdb_132441,Cc1c(=O)oc(cn1)F,3.24439,1.4017,0.98472,1.9312,65.98,-0.2485,-0.0786,0.1699,1088.7131,0.087732,-497.90036,-497.892829,-497.891884,-497.932687,27.519
gdb_106082,OCC12C3CC=C1CN23,3.28347,1.47609,1.32391,1.9419,78.63,-0.2127,-0.0385,0.1742,1018.6089,0.148016,-401.819157,-401.811515,-401.810571,-401.851312,30.123
gdb_53226,CC#CC1CC(C)(O)C1,4.56085,0.69315,0.67137,1.2614,89.6,-0.2353,0.0553,0.2906,1777.5433,0.179726,-387.064852,-387.054371,-387.053427,-387.101836,38.036
gdb_126381,CCC1=NC=NNC1=N,2.70471,1.49758,0.97526,1.2409,79.82,-0.2249,-0.0625,0.1624,1181.3687,0.137655,-414.203534,-414.195321,-414.194377,-414.236739,30.575
gdb_60711,OC(C=O)C#CCC#C,3.30839,0.69769,0.60459,2.3409,76.13,-0.2619,-0.0456,0.2164,1759.2405,0.108338,-420.558232,-420.548352,-420.547408,-420.595493,33.913
gdb_120441,CC1(O)CC(CCO)C1,3.76537,0.73066,0.70756,0.1419,82.32,-0.2521,0.0736,0.3256,1692.5357,0.203606,-425.414564,-425.404062,-425.403117,-425.450328,39.159
gdb_96215,CC1COCC=C1C=O,2.74136,1.34131,0.9637,2.5991,80.41,-0.2479,-0.0556,0.1923,1219.3922,0.159427,-423.049676,-423.041158,-423.040214,-423.082846,32.036
gdb_34534,C#CC1=CC2OC2CC1,3.97549,1.17157,0.99227,1.6475,84.35,-0.2279,-0.0331,0.1948,1182.5008,0.136421,-384.658873,-384.65115,-384.650206,-384.690945,30.4
gdb_45717,N=C1CC=CC(O1)C#C,2.58175,1.46111,1.1633,2.9843,77.42,-0.2552,-0.0091,0.246,1088.2069,0.12391,-400.723519,-400.715321,-400.714377,-400.757167,30.67
gdb_4952,N=C1OC=CNC1=O,3.25911,2.53441,1.42572,5.3296,60.54,-0.2245,-0.0438,0.1806,786.8908,0.085463,-414.695819,-414.689393,-414.688449,-414.726643,24.002
gdb_15796,CC(OC=O)C1CO1,3.31883,1.40311,1.09627,4.098,62.4,-0.2751,0.0022,0.2773,1070.5204,0.128058,-420.873587,-420.865091,-420.864147,-420.907952,29.11
gdb_52302,N=COCC1OCC=C1,4.12934,0.94198,0.80763,4.8547,76.17,-0.2394,0.0008,0.2402,1397.634,0.147447,-439.07732,-439.068604,-439.06766,-439.112085,30.994
gdb_12394,CN1CCCCC1=O,2.99598,2.06648,1.2977,3.6875,72.58,-0.2317,0.0337,0.2654,964.233,0.167729,-365.116932,-365.109018,-365.108074,-365.149259,29.427
gdb_47289,N=C1CCC(=O)OCO1,3.24205,1.30721,1.02078,2.5503,66.75,-0.2749,-0.0108,0.2641,1124.7805,0.12565,-475.062716,-475.054894,-475.05395,-475.096067,28.779
gdb_74465,CC1=CC2(CO2)C(=O)C1,2.92498,1.37835,1.01113,3.7698,77.31,-0.2404,-0.0349,0.2056,1175.434,0.134443,-421.841197,-421.832907,-421.831963,-421.874167,31.09
gdb_50794,N=COC(=O)C#CC#N,5.55676,0.62875,0.56484,3.5996,76.71,-0.305,-0.1132,0.1918,1768.5427,0.064396,-451.543763,-451.535213,-451.534268,-451.578412,28.154
gdb_19055,OC1CC2CC3C1N23,3.50673,2.27299,2.10369,2.0862,66.01,-0.231,0.0662,0.2972,739.805,0.145056,-363.825244,-363.818973,-363.818029,-363.855283,25.597
gdb_88624,CC1NC1C1C2CCN12,3.6806,1.1184,1.04785,2.7707,82.47,-0.223,0.0651,0.2881,1251.3544,0.183848,-383.190669,-383.182185,-383.181241,-383.224587,32.663
gdb_89298,CC1CC2(C)CC(O)C12,2.17063,1.62769,1.12318,1.6865,84.84,-0.2496,0.0649,0.3145,1193.9973,0.205446,-388.269352,-388.260038,-388.259094,-388.302786,36.835
gdb_110486,CCC1C2C3C=CC1N23,3.20607,1.43543,1.27388,1.7975,81.34,-0.211,0.0014,0.2124,1081.5912,0.172832,-365.974092,-365.966484,-365.96554,-366.006226,30.481
gdb_70250,CC12CC1OC(C)(C)O2,2.79128,1.46749,1.29127,1.0412,78.11,-0.2345,0.0861,0.3206,1111.3565,0.179677,-424.228377,-424.219099,-424.218155,-424.261675,36.128
gdb_45930,N=C1OC(=O)CCC1=O,2.91241,1.4923,1.02336,2.4232,64.85,-0.2761,-0.087,0.1891,1075.8503,0.100837,-473.879736,-473.872091,-473.871147,-473.912837,27.849
gdb_17699,CC12C3C1N1CC3C21,5.05654,2.02963,1.9799,1.65,70.85,-0.214,0.0833,0.2973,759.4809,0.143871,-326.634109,-326.62804,-326.627096,-326.663852,25.049
gdb_48797,O=CC12NC1CC21CO1,2.84649,1.4864,1.15731,2.0756,71.13,-0.2485,-0.0415,0.207,1055.651,0.123347,-437.821552,-437.813796,-437.812852,-437.85392,29.209
gdb_74838,CC1=CC2OC2C(=O)C1,2.45732,1.62893,1.10287,2.8202,74.83,-0.2398,-0.0325,0.2073,1102.8503,0.13564,-421.842898,-421.83502,-421.834076,-421.875307,30.17
gdb_12789,OCC1CC2CC12O,2.99838,1.87258,1.44582,2.465,67.55,-0.2347,0.065,0.2997,920.7484,0.153198,-384.898905,-384.890802,-384.889858,-384.931207,30.824
gdb_55138,CC(=O)N1CC2CC1C2,3.41972,1.28701,1.10518,3.9862,80.61,-0.2248,0.0431,0.2679,1162.7908,0.172489,-403.167151,-403.158927,-403.157983,-403.200926,31.3
gdb_53610,CC#CCC1CCC1C,3.81521,0.72241,0.64554,0.1853,95.09,-0.2387,0.0643,0.3029,1835.4062,0.204322,-351.129916,-351.11927,-351.118326,-351.167388,38.033
gdb_45242,O=C1OC2CC3CC2C13,3.44617,1.68263,1.5144,4.5381,70.52,-0.2573,0.0081,0.2654,905.6856,0.140179,-421.859844,-421.853872,-421.852928,-421.890056,25.307
gdb_33768,N#CC12CC(C1)C=CC2,3.52089,1.41214,1.20167,4.083,80.39,-0.2525,-0.0031,0.2494,1048.0028,0.150475,-364.829069,-364.821891,-364.820947,-364.860375,29.209
gdb_133492,CC(=N)OCC(F)(F)F,3.47147,0.83567,0.77126,0.2938,56.47,-0.2808,0.0181,0.2989,1436.3352,0.107281,-585.460044,-585.450816,-585.449872,-585.495638,31.788
gdb_80459,CC1C2N1CC(C)C2=O,2.55164,1.4691,1.22495,2.4328,79.1,-0.2347,-0.0238,0.2109,1123.7614,0.171029,-403.154419,-403.145679,-403.144735,-403.187729,33.195
gdb_44607,O=C1CN2C3CCC1C23,2.82202,1.85287,1.48116,2.5904,73.52,-0.2308,-0.0202,0.2106,927.9167,0.150679,-401.959861,-401.95315,-401.952206,-401.991043,27.429
gdb_67136,CC12C3CN1C(=N)C23O,2.16525,1.86366,1.53481,2.1952,74.56,-0.2343,0.0182,0.2525,969.982,0.135614,-417.937004,-417.928903,-417.927959,-417.96933,31.132
gdb_38468,C1C2OC3C4CC1(O4)C23,3.01234,2.23383,1.83574,1.0837,71.84,-0.2334,0.0195,0.2529,800.9402,0.136843,-421.649928,-421.644045,-421.643101,-421.67963,26.304
gdb_30791,Cc1c([nH]c(n1)O)CO,2.27726,1.37618,0.88731,2.3834,72.93,-0.194,0.0391,0.2332,1274.8001,0.136116,-455.189318,-455.180171,-455.179226,-455.223444,33.289
gdb_51600,N=COC1CC1OC=N,2.47693,1.25312,1.01168,2.6087,71.62,-0.2545,0.0212,0.2757,1213.8867,0.134743,-455.102537,-455.093468,-455.092524,-455.137768,31.859
gdb_39024,C1OC2C3OC3CC=C12,3.0863,1.74277,1.29787,2.696,73.38,-0.243,0.0076,0.2507,972.7241,0.137578,-421.785993,-421.779148,-421.778204,-421.817127,27.277
gdb_39250,C1C2CCC3OC=NC123,2.89967,1.89186,1.34968,1.6418,75.52,-0.2276,0.0204,0.248,957.9882,0.151008,-401.964263,-401.957543,-401.956598,-401.995274,27.453
gdb_124070,c1c(onn1)C2COC2,5.08517,1.01807,0.96783,3.4771,67.84,-0.2643,-0.0466,0.2177,1190.5656,0.11328,-453.895393,-453.888011,-453.887067,-453.928522,26.3
gdb_48572,O=CC12CC(C1)(N2)C#N,5.69549,0.94128,0.92688,1.9687,72.77,-0.275,-0.0601,0.2149,1226.2158,0.112564,-416.75164,-416.743801,-416.742857,-416.784574,28.666
gdb_109119,CNC1=NCC(=O)C1O,3.05835,1.26655,0.94322,1.8692,71.38,-0.2288,-0.034,0.1948,1220.968,0.135476,-455.17079,-455.16167,-455.160726,-455.20498,32.629
gdb_35160,C#CC1OC1(C#C)C#C,2.61777,1.31951,1.00457,1.7309,79.1,-0.2585,-0.0195,0.239,1155.3359,0.083835,-382.148461,-382.139495,-382.138551,-382.181994,33.081
gdb_73999,CC1=C2CN3C4C(C14)C23,3.02462,2.12523,1.64114,1.4644,81.82,-0.1908,-0.0101,0.1807,871.5265,0.148679,-364.699823,-364.692969,-364.692025,-364.730656,28.361
gdb_105111,OCC1(CC1)C1CCO1,3.33079,1.11238,0.96147,2.8236,78.4,-0.2446,0.0673,0.3119,1287.3306,0.18191,-424.185289,-424.175922,-424.174978,-424.219864,34.577
gdb_49669,O=CC1C2CN=COC12,2.80301,1.3421,1.31098,3.246,69.7,-0.2508,-0.0305,0.2203,1036.2436,0.125453,-437.883332,-437.875835,-437.874891,-437.915788,27.889
gdb_17111,COC1CC2CC1C2,4.54153,1.53428,1.45457,0.9582,74.95,-0.2443,0.0926,0.3369,962.7649,0.179197,-348.986247,-348.979012,-348.978067,-349.017611,28.543
gdb_30952,CCc1c(oc(=O)[nH]1)O,2.49941,1.31768,0.91206,3.8425,68.17,-0.1975,0.044,0.2416,1249.1789,0.123208,-475.083124,-475.073955,-475.073011,-475.117531,32.474
gdb_41188,C1OC2C3CC=CC12O3,3.10991,1.77459,1.57433,0.8138,73.67,-0.241,-0.0152,0.2258,902.1446,0.136547,-421.683741,-421.677117,-421.676173,-421.714305,27.773
gdb_60578,CC1OC1C(O)C1CO1,3.64266,0.94821,0.86503,1.0465,72.03,-0.2599,0.0763,0.3362,1389.8671,0.15733,-460.114267,-460.105017,-460.104072,-460.149013,33.79
gdb_75152,CC1=NCC(C)(O1)C#C,2.89134,1.20735,1.14833,1.1913,79.18,-0.247,0.0225,0.2695,1185.1165,0.145387,-401.945691,-401.936416,-401.935471,-401.979891,34.299
gdb_95817,CC1COCC(O)C=C1,2.31034,1.45691,1.20872,2.1562,80.4,-0.2474,0.0104,0.2578,1152.716,0.183478,-424.223056,-424.214072,-424.213128,-424.256766,34.365
gdb_12649,CC1CNC(=N)C1=O,3.30981,1.98846,1.29823,5.5077,67.67,-0.2377,-0.0517,0.186,923.2727,0.131472,-379.954631,-379.94692,-379.945976,-379.986765,28.407
gdb_59761,CC(C)C1OCCC1O,2.54001,1.31846,0.99703,2.6593,81.91,-0.2378,0.0622,0.3,1293.416,0.205223,-425.438399,-425.428475,-425.427531,-425.472999,37.365
gdb_123398,C#CCOc1cnon1,7.8242,0.7902,0.72093,3.1454,66.85,-0.2751,-0.0432,0.2319,1439.5755,0.087677,-452.650817,-452.642981,-452.642037,-452.684214,27.735
gdb_12260,CC1CC(CO)C1=O,3.8164,1.42939,1.15579,3.3705,68.41,-0.2453,-0.0277,0.2176,1063.6436,0.152822,-384.95084,-384.942322,-384.941378,-384.984099,30.927
gdb_101664,COC(C)CC(C)C=O,2.60161,0.79988,0.75549,3.8417,83.89,-0.2422,-0.0155,0.2267,1669.6207,0.201521,-425.43391,-425.422313,-425.421369,-425.472572,40.016
gdb_114617,CCC12NC1CC2OC,2.16425,1.41735,0.99975,2.0641,83.29,-0.2217,0.0736,0.2953,1298.0776,0.193083,-404.297141,-404.287408,-404.286464,-404.332006,35.892
gdb_15160,CCC#CCC1CN1,7.34008,0.70286,0.67735,1.5488,81.28,-0.2415,0.0532,0.2947,1712.4732,0.164901,-327.876502,-327.867214,-327.86627,-327.913144,32.284
gdb_26897,c1c(=O)oc(c(n1)N)N,3.1492,1.47401,1.00938,4.6734,73.73,-0.2058,-0.0601,0.1456,1086.9681,0.101697,-470.053905,-470.045951,-470.045006,-470.08629,30.032
gdb_22785,CCC1NC(C)C1=NO,2.54092,1.08498,0.84261,0.9868,83.52,-0.2283,0.0038,0.2321,1444.469,0.180873,-420.350898,-420.34075,-420.339806,-420.386172,37.165
gdb_36704,N#CCOC1CN2CC12,3.74017,1.06406,0.92795,3.4031,72.16,-0.2483,0.004,0.2523,1248.2326,0.136163,-417.951531,-417.94334,-417.942396,-417.985358,29.858
gdb_88477,OC1CC1C1(O)CCC1,3.00364,1.17907,1.12235,3.0341,78.49,-0.2213,0.0578,0.2791,1209.7275,0.181942,-424.195346,-424.186436,-424.185492,-424.228782,35.346
gdb_116656,COC=NC(C)C1CO1,4.23176,0.70187,0.63079,3.1821,80.69,-0.2497,0.0172,0.2669,1783.4365,0.168019,-440.250089,-440.239736,-440.238792,-440.286888,35.724
gdb_72874,CC12COC1C(C2)C=O,2.86186,1.32192,1.08252,1.5369,76.23,-0.2445,-0.0268,0.2177,1159.3241,0.157941,-423.005075,-422.996472,-422.995528,-423.038937,31.88
gdb_101060,CCC(O)C1(CN1)C#C,2.22319,1.32239,0.93141,2.8245,81.58,-0.2394,0.0391,0.2785,1311.8498,0.168385,-403.086511,-403.076323,-403.075379,-403.121531,37.721
gdb_30669,COC(C)C1=NC=CN1,2.86596,1.21828,1.04891,2.5693,77.76,-0.218,0.0315,0.2496,1226.4158,0.159918,-419.242019,-419.232959,-419.232014,-419.276395,32.919
gdb_72629,CC12OCC1(O)C2C#N,2.56283,1.50107,1.21527,2.1222,70.76,-0.247,0.0101,0.2571,1050.8805,0.122096,-437.854955,-437.846178,-437.845234,-437.888192,32.183
gdb_83025,CC1=CCC2C(O)C2C1,2.57147,1.40897,1.28123,1.8772,83.99,-0.2265,0.0226,0.2491,1129.8612,0.183645,-387.095316,-387.08672,-387.085776,-387.128169,33.83
gdb_69834,CC12CN1C1CC1OC2,2.86872,1.69345,1.33838,1.2039,77.88,-0.2168,0.0818,0.2986,1022.8652,0.172107,-403.098105,-403.090423,-403.089479,-403.129654,31.62
gdb_93404,CC1CNC(=O)C=C1N,2.85232,1.33374,0.93935,5.753,81.12,-0.2139,-0.0051,0.2088,1234.5345,0.161622,-419.266297,-419.257684,-419.25674,-419.29918,33.663
gdb_62237,CC(OCCC=O)C#C,4.66439,0.58553,0.54052,2.6578,80.33,-0.2558,-0.028,0.2278,1980.66,0.154286,-422.987234,-422.976473,-422.975529,-423.025045,36.772
gdb_23782,Cc1cnc(nn1)F,6.01519,1.57793,1.2598,3.8137,58.51,-0.2505,-0.0834,0.1672,877.7207,0.083636,-418.825333,-418.818752,-418.817808,-418.85673,23.33
gdb_125533,Cc1nc2[nH]ccn2n1,5.3698,1.34806,1.08479,3.7231,73.65,-0.2183,0.0174,0.2358,1062.1642,0.115835,-413.032112,-413.024962,-413.024018,-413.063681,27.194
gdb_54847,CC(=O)C1C2COCC12,2.62631,1.49469,1.4009,3.4539,74.87,-0.2369,-0.0089,0.228,1041.5682,0.15913,-423.033924,-423.025456,-423.024511,-423.067714,31.44
gdb_41606,C1OC2C1C21CCC=C1,4.0227,1.27459,1.13794,1.4579,82.01,-0.2118,0.021,0.2328,1116.7086,0.160791,-385.853377,-385.845982,-385.845037,-385.885389,29.381
gdb_100624,COC(C)C(C#C)C#N,2.07179,1.32131,0.85244,3.8016,78.48,-0.2699,0.0139,0.2838,1344.2523,0.143799,-401.913663,-401.903172,-401.902227,-401.94981,36.6
gdb_84023,OC1C2OCCCC12O,2.16901,1.69114,1.41975,1.3709,70.47,-0.2296,0.0718,0.3014,1024.0079,0.159777,-460.139812,-460.131564,-460.130619,-460.172076,32.768
gdb_115429,COC1COC(C1)C#C,4.61788,0.91347,0.84947,2.2495,78.83,-0.2466,0.0387,0.2853,1398.4491,0.157631,-422.980138,-422.970808,-422.969863,-423.015194,33.743
gdb_63711,CC1(C)CC2(OC12)C#C,3.5798,1.14294,1.02604,1.9079,83.71,-0.2424,0.0204,0.2628,1232.2349,0.15606,-385.827371,-385.818291,-385.817347,-385.860521,35.342
gdb_13761,CC(C)C1CC1C#N,3.01296,1.49751,1.18385,4.0911,76.04,-0.285,0.0312,0.3162,1081.5661,0.164736,-327.942557,-327.933707,-327.932763,-327.975959,32.466
gdb_116518,OCC1COCCCO1,2.86708,1.17285,0.90358,2.2194,74.95,-0.2471,0.078,0.3252,1314.053,0.183697,-461.347605,-461.338709,-461.337765,-461.381377,33.661
gdb_58050,CC(N)C(C#N)N1CC1,1.95316,1.53231,0.90679,4.292,80.22,-0.2442,0.0306,0.2748,1300.0386,0.170106,-399.29993,-399.289982,-399.289038,-399.334985,36.228
gdb_1727,C1CC(C1)(CO)O,4.27013,2.09355,1.88016,2.2653,59.99,-0.2482,0.0626,0.3108,756.2771,0.147982,-346.839895,-346.832442,-346.831497,-346.870982,28.276
gdb_37857,O1C2C3OC4C1C2OC34,2.75469,2.64904,2.03895,1.5642,60.94,-0.2364,0.0274,0.2638,729.8,0.11636,-457.708038,-457.703085,-457.70214,-457.737168,22.111
